Molec_name	Conn_12	Conn_17	Conn_2	Conn_23	Conn_3	Conn_34	Conn_4	Conn_45	Conn_67	Conn_7	Ox_N1	Ox_O2	Ox_O3	Ox_N4	Ox_O5	Ox_O6	Central_bond	LS	Ox_state	DHI/DHICA	G_rel	E_S1	f_S1	E_S2	f_S2	E_S3	f_S3	G_rel_norm	E_S1_norm	E_S2_norm	E_S3_norm	log_f_S1_norm	log_f_S2_norm	log_f_S3_norm
z.cyc.17.17.1.x10-x10	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	1	118.3	1.21	0.1129	1.36	0.0093	2.86	0.0004	0.9209	-0.624	-0.766	-0.143	0.5459	0.1652	-0.3927
s.cyc.17.17.1.x11-x00	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	97.4	1.14	0.0304	2.50	0.0030	2.57	0.0007	0.8427	-0.657	-0.172	-0.315	0.3285	-0.0277	-0.3006
s.cyc.17.71.1.x00-x11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	81.1	1.41	0.0733	2.50	0.0001	2.98	0.0021	0.7690	-0.531	-0.172	-0.071	0.4743	-0.6075	-0.1197
d.cyc.17.71.1.x01-x01	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	73.8	1.36	0.1058	1.84	0.0005	3.09	0.1126	0.7310	-0.555	-0.516	-0.006	0.5351	-0.3331	0.5359
d.cyc.17.71.1.x01-x10	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	86.0	1.11	0.0723	1.64	0.0737	2.98	0.2361	0.7926	-0.671	-0.620	-0.071	0.4720	0.5180	0.6578
z.cyc.17.71.1.x10-x01	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	2	1	1	86.0	1.14	0.0658	1.65	0.0807	2.99	0.2316	0.7926	-0.657	-0.615	-0.065	0.4564	0.5335	0.6546
z.cyc.17.71.1.x10-x10	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	2	1	1	101.5	0.96	0.0273	1.31	0.0543	2.78	0.2276	0.8592	-0.740	-0.792	-0.190	0.3107	0.4660	0.6517
s.cyc.17.71.1.x11-x00	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	81.5	1.40	0.0690	2.50	0.0001	2.97	0.0019	0.7709	-0.536	-0.172	-0.077	0.4643	-0.6075	-0.1362
s.cyc.17.34.1.x11-000	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	57.0	1.22	0.0325	2.50	0.0023	2.59	0.0002	0.6270	-0.619	-0.172	-0.304	0.3396	-0.0730	-0.5068
d.cyc.17.34.1.x01-010	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	1	50.8	1.87	0.0997	2.04	0.0507	3.01	0.0007	0.5807	-0.318	-0.411	-0.054	0.5253	0.4543	-0.3006
z.cyc.17.34.1.x10-001	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	2	1	1	79.8	1.16	0.0779	1.22	0.0019	2.81	0.0000	0.7624	-0.647	-0.839	-0.173	0.4844	-0.1056	-1.0000
s.cyc.17.34.1.x00-011	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	54.0	1.32	0.0967	2.35	0.0160	2.64	0.0001	0.6053	-0.573	-0.250	-0.274	0.5202	0.2577	-0.6209
d.cyc.17.34.1.x01-100	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	1	53.9	1.65	0.0832	1.93	0.0047	3.11	0.0544	0.6045	-0.420	-0.469	0.006	0.4953	0.0488	0.4161
z.cyc.17.34.1.x10-100	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	2	1	1	69.5	1.38	0.0591	1.90	0.0658	3.02	0.0832	0.7068	-0.545	-0.484	-0.048	0.4386	0.4987	0.4861
s.cyc.17.34.1.x00-101	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	59.3	1.76	0.1231	2.65	0.0416	3.42	0.0276	0.6430	-0.369	-0.094	0.190	0.5602	0.4205	0.3044
s.cyc.17.34.1.x00-110	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	55.5	1.36	0.0469	2.15	0.0232	3.17	0.1144	0.6163	-0.555	-0.354	0.042	0.4003	0.3210	0.5385
s.cyc.34.34.1.000-011	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	44.7	1.29	0.1228	2.32	0.0437	2.62	0.0001	0.5292	-0.587	-0.266	-0.286	0.5598	0.4289	-0.6209
s.cyc.34.34.1.000-101	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	51.7	1.64	0.1549	2.51	0.0737	3.21	0.0408	0.5878	-0.425	-0.167	0.065	0.5983	0.5180	0.3687
s.cyc.34.34.1.000-110	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	47.9	1.27	0.0637	2.07	0.0588	2.85	0.0956	0.5570	-0.596	-0.396	-0.149	0.4511	0.4795	0.5089
z.cyc.34.34.1.001-001	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	2	1	1	72.0	0.97	0.0561	1.15	0.0032	2.85	0.0013	0.7211	-0.735	-0.875	-0.149	0.4300	-0.0167	-0.1986
z.cyc.34.34.1.001-010	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	2	1	1	56.4	1.22	0.0277	1.70	0.1096	2.95	0.0421	0.6228	-0.619	-0.589	-0.089	0.3131	0.5857	0.3739
z.cyc.34.34.1.001-100	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	2	1	1	61.8	1.19	0.0471	1.73	0.0563	2.67	0.0985	0.6596	-0.633	-0.573	-0.256	0.4010	0.4721	0.5139
d.cyc.34.34.1.010-010	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	1	39.5	1.94	0.1016	2.13	0.0780	3.02	0.0003	0.4795	-0.285	-0.365	-0.048	0.5284	0.5277	-0.4400
d.cyc.34.34.1.010-100	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	1	44.2	1.68	0.1415	1.87	0.0237	2.89	0.0592	0.5247	-0.406	-0.500	-0.125	0.5833	0.3246	0.4300
s.cyc.34.34.1.011-000	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	45.0	1.27	0.1196	2.32	0.0433	2.62	0.0001	0.5319	-0.596	-0.266	-0.286	0.5554	0.4274	-0.6209
z.cyc.34.34.1.100-001	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	2	1	1	58.4	1.15	0.0529	1.76	0.0515	2.67	0.0871	0.6368	-0.652	-0.557	-0.256	0.4203	0.4569	0.4936
d.cyc.34.34.1.100-010	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	1	40.7	1.64	0.1537	1.81	0.0048	2.85	0.0553	0.4915	-0.425	-0.531	-0.149	0.5970	0.0524	0.4188
s.cyc.34.34.1.101-000	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	49.3	1.62	0.1571	2.48	0.0733	3.18	0.0410	0.5686	-0.434	-0.182	0.048	0.6006	0.5171	0.3696
s.cyc.34.34.1.110-000	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	42.9	1.30	0.0670	2.03	0.0602	2.85	0.0935	0.5127	-0.582	-0.417	-0.149	0.4594	0.4835	0.5053
s.cyc.34.43.1.000-011	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	47.9	1.47	0.1541	2.53	0.0064	2.64	0.0652	0.5570	-0.503	-0.156	-0.274	0.5974	0.1015	0.4459
s.cyc.34.43.1.000-101	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	54.1	1.62	0.1453	2.63	0.0775	3.25	0.0993	0.6060	-0.434	-0.104	0.089	0.5877	0.5266	0.5152
s.cyc.34.43.1.000-110	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	52.5	1.45	0.0864	2.39	0.0850	3.00	0.0694	0.5939	-0.513	-0.229	-0.060	0.5016	0.5424	0.4562
z.cyc.34.43.1.001-001	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	2	1	1	72.4	0.97	0.0297	1.09	0.0722	2.67	0.0678	0.7233	-0.735	-0.906	-0.256	0.3247	0.5145	0.4524
z.cyc.34.43.1.001-010	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	2	1	1	55.0	1.13	0.0367	1.62	0.1117	2.73	0.0335	0.6127	-0.661	-0.630	-0.220	0.3597	0.5889	0.3363
z.cyc.34.43.1.001-100	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	2	1	1	64.2	1.14	0.0351	1.86	0.0569	2.73	0.1338	0.6749	-0.657	-0.505	-0.220	0.3523	0.4739	0.5643
d.cyc.34.43.1.010-001	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	1	55.4	1.12	0.0358	1.59	0.1131	2.72	0.0353	0.6156	-0.666	-0.646	-0.226	0.3556	0.5910	0.3449
d.cyc.34.43.1.010-010	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	41.8	1.59	0.2250	1.83	0.0018	3.03	0.0159	0.5022	-0.448	-0.521	-0.042	0.6601	-0.1148	0.2136
d.cyc.34.43.1.010-100	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	1	1	44.7	2.03	0.1113	2.35	0.0497	3.21	0.0309	0.5292	-0.244	-0.250	0.065	0.5435	0.4509	0.3230
s.cyc.34.43.1.011-000	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	1	48.3	1.46	0.1541	2.52	0.0034	2.65	0.0683	0.5604	-0.508	-0.161	-0.268	0.5974	-0.0064	0.4536
d.cyc.34.43.1.100-001	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	63.9	1.15	0.0367	1.86	0.0582	2.74	0.1378	0.6730	-0.652	-0.505	-0.214	0.3597	0.4778	0.5691
d.cyc.34.43.1.100-010	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	44.1	2.05	0.1172	2.35	0.0450	3.22	0.0324	0.5238	-0.234	-0.250	0.071	0.5521	0.4339	0.3308
d.cyc.34.43.1.100-100	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	1	1	56.4	2.11	0.1292	2.25	0.0006	2.97	0.1007	0.6228	-0.206	-0.302	-0.077	0.5682	-0.3020	0.5175
s.cyc.34.43.1.101-000	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	1	53.5	1.62	0.1444	2.64	0.0783	3.25	0.0954	0.6015	-0.434	-0.099	0.089	0.5866	0.5284	0.5086
s.cyc.34.43.1.110-000	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	53.1	1.43	0.0898	2.41	0.0877	3.00	0.0795	0.5985	-0.522	-0.219	-0.060	0.5079	0.5477	0.4786
s.cyc.34.71.1.000-x11	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	63.3	1.42	0.0662	2.43	0.0005	2.88	0.0201	0.6692	-0.527	-0.208	-0.131	0.4574	-0.3331	0.2522
z.cyc.34.71.1.001-x01	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	2	1	1	72.2	0.99	0.0431	1.52	0.0825	2.74	0.0967	0.7222	-0.726	-0.682	-0.214	0.3863	0.5373	0.5108
z.cyc.34.71.1.001-x10	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	2	1	1	87.6	0.88	0.0405	1.13	0.0417	2.75	0.1381	0.8000	-0.777	-0.885	-0.208	0.3760	0.4210	0.5695
d.cyc.34.71.1.010-x01	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	1	56.4	1.49	0.1319	1.85	0.0179	3.15	0.0312	0.6228	-0.494	-0.510	0.030	0.5716	0.2768	0.3246
d.cyc.34.71.1.010-x10	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	67.6	1.23	0.0449	1.75	0.0984	2.98	0.1287	0.6957	-0.615	-0.563	-0.071	0.3931	0.5673	0.5579
s.cyc.34.71.1.011-x00	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	1	59.4	1.55	0.1191	2.64	0.0042	2.74	0.0203	0.6436	-0.466	-0.099	-0.214	0.5547	0.0297	0.2538
d.cyc.34.71.1.100-x01	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	61.8	1.93	0.0983	2.58	0.0463	3.31	0.0789	0.6596	-0.290	-0.130	0.125	0.5229	0.4388	0.4773
d.cyc.34.71.1.100-x10	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	79.5	1.16	0.0246	2.18	0.1080	3.07	0.2592	0.7609	-0.647	-0.339	-0.018	0.2934	0.5832	0.6731
s.cyc.34.71.1.101-x00	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	1	66.2	1.66	0.1241	2.65	0.0398	3.44	0.1064	0.6873	-0.415	-0.094	0.202	0.5615	0.4130	0.5266
s.cyc.34.71.1.110-x00	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	63.0	1.56	0.0672	2.47	0.0294	3.33	0.0456	0.6673	-0.462	-0.188	0.137	0.4599	0.3614	0.3871
s.cyc.17.17.2.x11-x11	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	2	1	89.7	1.33	0.0950	1.74	0.0001	2.40	0.0000	0.8095	-0.568	-0.568	-0.417	0.5173	-0.6075	-1.0000
s.cyc.17.71.2.x11-x11	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	2	1	64.2	1.26	0.0010	1.40	0.1510	2.50	0.0000	0.6749	-0.601	-0.745	-0.357	-0.2371	0.6403	-1.0000
s.cyc.17.34.2.x11-011	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0	2	1	43.6	1.36	0.1023	1.83	0.0052	2.47	0.0000	0.5192	-0.555	-0.521	-0.375	0.5295	0.0661	-1.0000
s.cyc.17.34.2.x11-101	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	2	1	48.6	1.55	0.0030	1.71	0.1412	2.45	0.0001	0.5629	-0.466	-0.583	-0.387	-0.0551	0.6289	-0.6209
s.cyc.17.34.2.x11-110	0	1	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	2	1	43.9	1.50	0.0382	2.15	0.0011	2.51	0.0001	0.5220	-0.490	-0.354	-0.351	0.3663	-0.1987	-0.6209
d.cyc.17.34.2.x01-111	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	2	1	35.1	1.92	0.0472	2.36	0.0132	2.65	0.0010	0.4319	-0.295	-0.245	-0.268	0.4014	0.2249	-0.2418
z.cyc.17.34.2.x10-111	0	1	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	2	2	1	52.0	1.11	0.0210	2.07	0.0221	2.59	0.0000	0.5901	-0.671	-0.396	-0.304	0.2672	0.3127	-1.0000
z.cyc.34.34.2.001-111	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	2	2	1	40.6	1.15	0.0380	2.26	0.0129	2.63	0.0000	0.4905	-0.652	-0.297	-0.280	0.3655	0.2210	-1.0000
d.cyc.34.34.2.010-111	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	1	2	1	22.2	1.98	0.1104	2.47	0.0100	2.67	0.0008	0.2476	-0.267	-0.188	-0.256	0.5422	0.1775	-0.2786
s.cyc.34.34.2.011-011	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0	2	1	61.4	0.40	0.0613	1.07	0.1217	2.19	0.0002	0.6570	-1.000	-0.917	-0.542	0.4447	0.6035	-0.5068
s.cyc.34.34.2.011-101	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	2	1	36.6	1.32	0.1270	1.67	0.0658	2.58	0.0000	0.4488	-0.573	-0.604	-0.310	0.5654	0.4987	-1.0000
s.cyc.34.34.2.011-110	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	2	1	36.7	1.26	0.0536	2.02	0.0036	2.50	0.0019	0.4499	-0.601	-0.422	-0.357	0.4225	0.0034	-0.1362
d.cyc.34.34.2.100-111	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	1	2	1	19.3	2.04	0.0509	2.68	0.0511	2.75	0.0003	0.1912	-0.239	-0.078	-0.208	0.4139	0.4556	-0.4400
s.cyc.34.34.2.101-011	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	2	1	37.3	1.42	0.2142	1.66	0.0020	2.44	0.0003	0.4564	-0.527	-0.609	-0.393	0.6520	-0.0968	-0.4400
s.cyc.34.34.2.101-101	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	2	1	43.1	1.32	0.0877	2.05	0.0208	2.92	0.0498	0.5146	-0.573	-0.406	-0.107	0.5040	0.3024	0.4016
s.cyc.34.34.2.101-110	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	2	1	43.9	1.39	0.1003	1.98	0.0342	2.61	0.0102	0.5220	-0.541	-0.443	-0.292	0.5263	0.3872	0.1405
s.cyc.34.34.2.110-011	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	2	1	31.7	1.28	0.0574	2.05	0.0031	2.50	0.0007	0.3909	-0.592	-0.406	-0.357	0.4338	-0.0221	-0.3006
s.cyc.34.34.2.110-110	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	2	1	43.9	1.03	0.0464	1.68	0.0455	2.26	0.0479	0.5220	-0.708	-0.599	-0.500	0.3986	0.4358	0.3952
z.cyc.34.34.2.111-001	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	2	2	1	39.8	0.76	0.0190	1.85	0.0207	2.55	0.0000	0.4825	-0.833	-0.510	-0.327	0.2507	0.3016	-1.0000
d.cyc.34.34.2.111-010	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	1	2	1	19.6	1.97	0.1076	2.46	0.0106	2.66	0.0009	0.1974	-0.271	-0.193	-0.262	0.5379	0.1875	-0.2592
z.cyc.34.43.2.001-111	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	2	2	1	37.5	1.06	0.0371	2.27	0.0052	2.62	0.0019	0.4585	-0.694	-0.292	-0.286	0.3615	0.0661	-0.1362
d.cyc.34.43.2.010-111	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	1	1	2	1	17.5	1.97	0.1145	2.48	0.0499	2.65	0.0076	0.1518	-0.271	-0.182	-0.268	0.5482	0.4516	0.0921
s.cyc.34.43.2.011-011	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	2	1	30.1	1.30	0.2414	1.62	0.0003	2.44	0.0021	0.3701	-0.582	-0.630	-0.393	0.6718	-0.4202	-0.1197
s.cyc.34.43.2.011-101	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	0	2	1	37.5	1.22	0.1508	1.90	0.0109	2.44	0.0001	0.4585	-0.619	-0.484	-0.393	0.5938	0.1922	-0.6209
s.cyc.34.43.2.011-110	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	1	0	2	1	32.7	1.38	0.0839	1.85	0.0419	2.50	0.0002	0.4034	-0.545	-0.510	-0.357	0.4967	0.4218	-0.5068
d.cyc.34.43.2.100-111	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1	2	1	26.1	2.31	0.0550	2.69	0.0001	2.88	0.0044	0.3127	-0.114	-0.073	-0.131	0.4267	-0.6075	0.0021
s.cyc.34.43.2.101-011	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	1	0	2	1	37.0	1.22	0.1502	1.92	0.0110	2.43	0.0001	0.4531	-0.619	-0.474	-0.399	0.5932	0.1938	-0.6209
s.cyc.34.43.2.101-101	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	1	0	2	1	43.1	1.61	0.2137	1.91	0.0003	2.96	0.0001	0.5146	-0.439	-0.479	-0.083	0.6516	-0.4202	-0.6209
s.cyc.34.43.2.101-110	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	0	2	1	44.5	1.21	0.0728	2.10	0.0023	2.60	0.0424	0.5274	-0.624	-0.380	-0.298	0.4732	-0.0730	0.3751
s.cyc.34.43.2.110-011	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	1	0	2	1	33.5	1.37	0.0861	1.85	0.0436	2.51	0.0006	0.4131	-0.550	-0.510	-0.351	0.5010	0.4286	-0.3259
s.cyc.34.43.2.110-101	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	1	0	2	1	45.5	1.21	0.0766	2.09	0.0020	2.60	0.0423	0.5364	-0.624	-0.385	-0.298	0.4816	-0.0968	0.3747
s.cyc.34.43.2.110-110	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	1	0	2	1	45.8	1.00	0.0524	1.62	0.0486	2.00	0.0094	0.5390	-0.722	-0.630	-0.655	0.4187	0.4471	0.1271
d.cyc.34.43.2.111-001	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	1	1	2	1	37.3	1.06	0.0371	2.28	0.0050	2.61	0.0013	0.4564	-0.694	-0.286	-0.292	0.3615	0.0594	-0.1986
d.cyc.34.43.2.111-010	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	1	1	2	1	17.1	1.97	0.1155	2.48	0.0507	2.64	0.0044	0.1425	-0.271	-0.182	-0.274	0.5496	0.4543	0.0021
d.cyc.34.43.2.111-100	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	1	1	2	1	25.9	2.30	0.0604	2.69	0.0001	2.89	0.0033	0.3096	-0.118	-0.073	-0.125	0.4422	-0.6075	-0.0453
s.cyc.34.71.2.011-x11	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	2	1	41.8	1.50	0.0737	1.65	0.0779	2.47	0.0002	0.5022	-0.490	-0.615	-0.375	0.4752	0.5275	-0.5068
s.cyc.34.71.2.101-x11	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	1	1	0	2	1	49.3	1.45	0.0980	1.90	0.0223	2.48	0.0000	0.5686	-0.513	-0.484	-0.369	0.5224	0.3143	-1.0000
s.cyc.34.71.2.110-x11	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	1	0	2	1	43.9	1.54	0.0576	2.02	0.0569	2.50	0.0007	0.5220	-0.471	-0.422	-0.357	0.4344	0.4739	-0.3006
d.cyc.34.71.2.111-x01	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	1	1	1	2	1	34.1	1.90	0.0569	2.36	0.0503	2.70	0.0006	0.4203	-0.304	-0.245	-0.238	0.4324	0.4529	-0.3259
d.cyc.34.71.2.111-x10	0	1	0	0	0	1	0	0	0	0	1	1	1	0	1	0	1	1	2	1	52.0	1.10	0.0301	2.09	0.0088	2.72	0.0002	0.5901	-0.675	-0.385	-0.226	0.3269	0.1558	-0.5068
d.cyc.34.34.3.111-111	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	3	1	1.5	2.59	0.0001	2.64	0.0001	3.38	0.0779	-0.8368	0.016	-0.099	0.167	-0.6186	-0.6075	0.4752
d.cyc.34.43.3.111-111	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	3	1	0.0	2.64	0.0000	2.67	0.0000	3.33	0.1184	-1.0000	0.039	-0.083	0.137	-1.0000	-1.0000	0.5441
d.cyc.34.45.1.010-1x0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	1	1	78.2	1.59	0.1115	1.79	0.0846	2.44	0.1215	0.7543	-0.448	-0.542	-0.393	0.5438	0.5416	0.5484
d.cyc.34.45.1.100-1x0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	1	1	85.1	1.55	0.2023	1.95	0.0749	2.57	0.2144	0.7883	-0.466	-0.458	-0.315	0.6425	0.5208	0.6419
d.cyc.34.45.2.111-1x0	0	0	0	0	0	1	0	1	0	0	1	1	1	1	0	0	0	1	2	1	62.8	1.55	0.1414	2.19	0.0282	2.46	0.2737	0.6660	-0.466	-0.333	-0.381	0.5832	0.3543	0.6821
d.cyc.34.54.0.100-0x0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	1	94.7	3.58	0.2592	3.71	0.0032	4.00	0.4419	0.8313	0.476	0.458	0.536	0.6835	-0.0167	0.7610
d.cyc.34.54.1.010-0x1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	72.2	0.99	0.0191	1.60	0.0803	2.74	0.0006	0.7222	-0.726	-0.641	-0.214	0.2515	0.5327	-0.3259
d.cyc.34.54.1.010-1x0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1	1	1	1	73.1	1.54	0.1942	1.72	0.0635	2.54	0.1965	0.7272	-0.471	-0.578	-0.333	0.6357	0.4926	0.6275
d.cyc.34.54.1.100-1x0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	1	1	1	89.4	1.51	0.0766	1.82	0.0894	2.33	0.1961	0.8082	-0.485	-0.526	-0.458	0.4816	0.5510	0.6272
d.cyc.34.54.1.111-0x0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	1	1	1	1	75.5	2.35	0.0943	2.56	0.0256	2.80	0.0217	0.7402	-0.095	-0.141	-0.179	0.5160	0.3378	0.2648
d.cyc.34.54.2.111-1x0	0	0	0	0	0	1	0	1	0	0	1	1	1	1	0	0	1	1	2	1	62.2	1.52	0.1302	2.08	0.0116	2.44	0.2079	0.6622	-0.480	-0.391	-0.393	0.5695	0.2028	0.6368
d.cyc.34.67.1.010-10x	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	1	1	77.4	1.61	0.1046	1.70	0.1182	2.42	0.2035	0.7502	-0.439	-0.589	-0.405	0.5332	0.5986	0.6333
d.cyc.34.67.1.100-10x	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	1	1	93.1	1.53	0.0802	1.77	0.0864	2.19	0.1964	0.8245	-0.476	-0.552	-0.542	0.4892	0.5451	0.6275
d.cyc.34.67.2.111-10x	0	0	0	0	0	1	0	0	1	0	1	1	1	1	0	0	0	1	2	1	66.1	1.59	0.0731	2.18	0.0516	2.28	0.1682	0.6867	-0.448	-0.339	-0.488	0.4739	0.4573	0.6019
d.cyc.34.76.1.010-01x	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	1	1	1	72.3	1.09	0.0170	1.86	0.1499	2.78	0.0000	0.7227	-0.680	-0.505	-0.190	0.2322	0.6391	-1.0000
d.cyc.34.76.1.010-10x	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	1	1	1	81.0	1.59	0.1499	1.79	0.0511	2.32	0.1186	0.7685	-0.448	-0.542	-0.464	0.5928	0.4556	0.5444
d.cyc.34.76.1.100-01x	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	1	1	1	84.6	0.91	0.0154	1.86	0.0704	2.57	0.0002	0.7860	-0.763	-0.505	-0.315	0.2159	0.5102	-0.5068
