Molec_name	Conn_12	Conn_17	Conn_2	Conn_23	Conn_3	Conn_34	Conn_4	Conn_45	Conn_67	Conn_7	Ox_N1	Ox_O2	Ox_O3	Ox_N4	Ox_O5	Ox_O6	Central_bond	LS	Ox_state	DHI/DHICA	G_rel	E_S1	f_S1	E_S2	f_S2	E_S3	f_S3	AIQM_E_rel	G_rel_norm	E_S1_norm	E_S2_norm	E_S3_norm	log_f_S1_norm	log_f_S2_norm	log_f_S3_norm	AIQM_E_rel_norm
z.cyc.23.34.2.111-001	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	1	0	2	2	0	86.2	0.79	0.0479	1.52	0.0512	2.31	0.0874	68.4	-0.0569	-0.819	-0.682	-0.470	0.4038	0.4559	0.4942	-0.0398
s.cyc.23.34.2.110-101	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	1	0	0	2	0	86.5	1.33	0.0041	2.01	0.0031	2.30	0.0484	71.3	-0.0536	-0.568	-0.427	-0.476	-0.0034	-0.0221	0.3969	0.0018
z.cyc.23.43.2.111-001	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	1	1	2	2	0	86.7	0.94	0.0624	2.04	0.0033	2.34	0.0375	70.0	-0.0514	-0.749	-0.411	-0.452	0.4476	-0.0114	0.3549	-0.0161
d.lin.c.37.3.111-111	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	0	1	3	0	84.8	2.44	0.0002	2.65	0.2221	2.84	0.0060	76.0	-0.0722	-0.053	-0.094	-0.155	-0.5037	0.7061	0.0532	0.0674
d.lin.t.37.3.111-111	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	3	0	84.9	2.45	0.0001	2.62	0.1924	2.86	0.0012	74.8	-0.0711	-0.049	-0.109	-0.143	-0.6186	0.6816	-0.2118	0.0512
z.cyc.12.43.2.x10-111	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	1	2	2	0	87.9	1.05	0.0299	2.31	0.0212	2.73	0.0000	68.0	-0.0383	-0.698	-0.271	-0.220	0.3258	0.3056	-1.0000	-0.0443
s.cyc.23.43.2.110-101	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	1	1	0	2	0	88.6	1.28	0.0251	1.91	0.0112	2.43	0.0513	71.1	-0.0306	-0.592	-0.479	-0.399	0.2968	0.1969	0.4064	-0.0008
z.cyc.17.32.2.x01-111	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	2	2	0	88.9	0.89	0.0112	2.23	0.0884	2.37	0.0707	69.6	-0.0274	-0.773	-0.313	-0.435	0.1631	0.5490	0.4593	-0.0225
d.cyc.23.34.2.100-111	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	0	1	2	0	89.0	0.99	0.0001	2.18	0.0153	2.59	0.0000	80.7	-0.0263	-0.726	-0.339	-0.304	-0.6186	0.2500	-1.0000	0.1334
s.cyc.12.43.2.x11-110	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	1	0	2	0	89.1	1.35	0.0894	2.08	0.0383	2.53	0.0000	67.8	-0.0252	-0.559	-0.391	-0.339	0.5072	0.4065	-1.0000	-0.0484
z.cyc.17.23.2.x10-111	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	2	2	0	89.4	0.82	0.0219	1.59	0.0366	2.34	0.0230	64.4	-0.0219	-0.805	-0.646	-0.452	0.2742	0.3987	0.2744	-0.0955
s.cyc.23.43.2.110-110	0	0	0	1	0	1	0	0	0	0	1	1	0	1	1	0	1	0	2	0	89.7	1.52	0.1260	1.81	0.0282	2.16	0.0163	66.5	-0.0186	-0.480	-0.531	-0.560	0.5641	0.3543	0.2177	-0.0653
s.cyc.23.34.2.110-110	0	0	0	1	0	1	0	0	0	0	1	1	0	1	1	0	0	0	2	0	89.9	1.48	0.0782	1.91	0.0193	1.98	0.0126	65.5	-0.0164	-0.499	-0.479	-0.667	0.4850	0.2896	0.1753	-0.0804
s.cyc.12.34.2.x11-110	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	2	0	90.2	1.39	0.0798	2.07	0.0366	2.51	0.0000	74.6	-0.0131	-0.541	-0.396	-0.351	0.4884	0.3987	-1.0000	0.0479
d.cyc.23.34.2.111-100	0	0	0	1	0	1	0	0	0	0	1	1	1	1	0	0	0	1	2	0	90.3	1.35	0.0640	2.04	0.0050	2.65	0.0918	79.6	-0.0120	-0.559	-0.411	-0.268	0.4518	0.0594	0.5023	0.1180
d.lin.t.44.3.111-111	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	3	0	89.4	2.84	0.0057	2.94	0.0000	2.96	0.1087	77.9	-0.0219	0.132	0.057	-0.083	0.0512	-1.0000	0.5301	0.0936
s.cyc.34.67.2.110-11x	0	0	0	0	0	1	0	0	1	0	1	1	0	1	1	0	0	0	2	0	93.1	0.98	0.0222	1.74	0.0604	2.54	0.0437	64.7	0.0186	-0.731	-0.568	-0.333	0.2764	0.4841	0.3801	-0.0914
z.cyc.12.34.2.x10-111	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	2	2	0	93.6	0.79	0.0126	1.61	0.0265	2.73	0.0000	71.5	0.0241	-0.819	-0.635	-0.220	0.1826	0.3437	-1.0000	0.0037
z.cyc.17.32.2.x10-111	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	2	2	0	94.0	1.14	0.1577	1.42	0.0552	2.39	0.0460	66.0	0.0284	-0.657	-0.734	-0.423	0.6012	0.4688	0.3885	-0.0728
d.lin.c.44.3.111-111	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1	3	0	91.7	2.79	0.1427	2.92	0.0010	2.95	0.0009	77.9	0.0033	0.109	0.047	-0.089	0.5847	-0.2150	-0.2592	0.0935
s.cyc.17.17.2.x11-x11	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	2	0	96.1	1.07	0.0661	1.55	0.0008	2.45	0.0000	80.8	0.0514	-0.689	-0.667	-0.387	0.4572	-0.2530	-1.0000	0.1354
d.lin.c.47.3.111-111	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	0	1	3	0	95.5	2.60	0.2080	2.88	0.0292	2.93	0.0156	80.8	0.0449	0.021	0.026	-0.101	0.6471	0.3602	0.2105	0.1346
d.lin.t.47.3.111-111	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	3	0	96.5	2.66	0.1593	2.80	0.0103	2.92	0.0064	82.6	0.0558	0.049	-0.016	-0.107	0.6029	0.1826	0.0638	0.1605
s.cyc.12.17.2.x11-x11	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	2	0	103.8	1.57	0.0993	1.99	0.0035	2.48	0.0002	90.8	0.1357	-0.457	-0.438	-0.369	0.5246	-0.0014	-0.5068	0.2749
d.lin.c.77.3.111-111	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	3	0	102.1	2.57	0.1907	2.82	0.0068	2.91	0.0000	88.5	0.1171	0.007	-0.005	-0.113	0.6327	0.1118	-1.0000	0.2428
d.lin.t.77.3.111-111	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	3	0	103.7	2.72	0.1236	2.88	0.0088	2.88	0.0064	95.8	0.1346	0.077	0.026	-0.131	0.5609	0.1558	0.0638	0.3450
z.lin.t.23.3.111-111	0	0	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	2	3	0	107.2	0.62	0.0374	2.04	0.0000	2.16	0.1060	89.4	0.1729	-0.898	-0.411	-0.560	0.3628	-1.0000	0.5259	0.2553
z.lin.t.24.3.111-111	0	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	2	3	0	110.6	0.67	0.0370	2.08	0.0000	2.19	0.2752	90.2	0.2101	-0.875	-0.391	-0.542	0.3611	-1.0000	0.6830	0.2670
z.lin.c.23.3.111-111	0	0	1	0	1	0	0	0	0	0	1	1	1	1	1	1	0	2	3	0	110.6	0.46	0.0268	1.96	0.0000	2.15	0.1739	91.4	0.2101	-0.972	-0.453	-0.565	0.3076	-1.0000	0.6074	0.2842
z.lin.c.24.3.111-111	0	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	0	2	3	0	116.3	0.64	0.0412	2.00	0.0063	2.13	0.3323	98.2	0.2724	-0.889	-0.432	-0.577	0.3789	0.0988	0.7140	0.3786
z.lin.t.27.3.111-111	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	2	3	0	117.3	0.68	0.0360	2.01	0.0016	2.06	0.2256	97.4	0.2834	-0.870	-0.427	-0.619	0.3565	-0.1348	0.6503	0.3675
z.lin.c.27.3.111-111	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	2	3	0	118.3	0.61	0.0288	1.94	0.0027	2.04	0.2224	96.1	0.2943	-0.903	-0.464	-0.631	0.3196	-0.0457	0.6479	0.3503
z.lin.c.22.3.111-111	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	0	2	3	0	124.0	0.82	0.2544	1.24	0.0265	2.17	0.1134	101.0	0.3567	-0.805	-0.828	-0.554	0.6804	0.3437	0.5370	0.4185
z.lin.t.22.3.111-111	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	2	3	0	126.6	0.46	0.0698	1.26	0.2092	2.06	0.0000	95.2	0.3851	-0.972	-0.818	-0.619	0.4662	0.6959	-1.0000	0.3370
d.cyc.34.43.3.111-111	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	3	0	0.0	2.65	0.0000	2.69	0.0000	3.30	0.0973	0.0	-1.0000	0.044	-0.073	0.119	-1.0000	-1.0000	0.5118	-1.0000
d.cyc.34.34.3.111-111	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	3	0	3.9	2.63	0.0000	2.68	0.0000	3.42	0.0090	5.8	-0.9573	0.035	-0.078	0.190	-1.0000	-1.0000	0.1199	-0.9183
d.cyc.23.43.3.111-111	0	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	3	0	49.2	2.41	0.0380	2.57	0.0000	2.58	0.0000	52.3	-0.4617	-0.067	-0.135	-0.310	0.3655	-1.0000	-1.0000	-0.2656
d.cyc.23.34.3.111-111	0	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	3	0	51.6	2.28	0.0577	2.58	0.0000	2.80	0.0000	52.2	-0.4354	-0.128	-0.130	-0.179	0.4347	-1.0000	-1.0000	-0.2674
