Molec_name	Conn_12	Conn_17	Conn_2	Conn_23	Conn_3	Conn_34	Conn_4	Conn_45	Conn_67	Conn_7	Ox_N1	Ox_O2	Ox_O3	Ox_N4	Ox_O5	Ox_O6	Central_bond	LS	Ox_state	DHI/DHICA	G_rel	E_S1	f_S1	E_S2	f_S2	E_S3	f_S3	AIQM_E_rel	G_rel_norm	E_S1_norm	E_S2_norm	E_S3_norm	log_f_S1_norm	log_f_S2_norm	log_f_S3_norm	AIQM_E_rel_norm
s.lin.t.22.0.000-000	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	138.5	3.87	1.4002	4.59	0.0000	4.73	0.1174	110.7	0.5153	0.610	0.917	0.970	0.9630	-1.0000	0.5427	0.5554
s.lin.c.23.0.000-000	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139.6	4.26	0.8383	4.72	0.0089	4.76	0.2414	112.8	0.5274	0.791	0.984	0.988	0.8780	0.1577	0.6614	0.5840
s.lin.c.22.0.000-000	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139.7	3.89	1.3618	4.66	0.0030	4.67	0.0661	113.0	0.5284	0.619	0.953	0.935	0.9584	-0.0277	0.4482	0.5871
s.lin.t.23.0.000-000	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	140.1	4.30	0.7923	4.74	0.0884	4.76	0.0994	111.5	0.5328	0.810	0.995	0.988	0.8686	0.5490	0.5153	0.5668
s.lin.c.27.0.000-000	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	141.2	4.09	0.8725	4.43	0.1411	4.69	0.0663	108.9	0.5449	0.712	0.833	0.946	0.8846	0.6288	0.4487	0.5297
s.lin.c.24.0.000-000	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	141.4	4.00	0.8724	4.42	0.1510	4.65	0.0561	111.7	0.5470	0.671	0.828	0.923	0.8846	0.6403	0.4212	0.5693
s.lin.t.27.0.000-000	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	141.8	4.28	0.7777	4.49	0.1521	4.78	0.0314	109.1	0.5514	0.800	0.865	1.000	0.8656	0.6415	0.3256	0.5329
s.lin.t.33.0.000-000	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	141.8	4.54	0.2497	4.67	0.0059	4.75	0.3787	114.4	0.5514	0.921	0.958	0.982	0.6774	0.0876	0.7356	0.6063
s.lin.c.47.0.000-000	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	141.9	4.46	0.3617	4.54	0.2447	4.65	0.1113	110.1	0.5525	0.884	0.891	0.923	0.7387	0.7226	0.5340	0.5463
s.lin.t.24.0.000-000	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	142.1	4.09	0.8481	4.47	0.1618	4.69	0.0627	113.2	0.5547	0.712	0.854	0.946	0.8799	0.6521	0.4395	0.5898
s.lin.t.37.0.000-000	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	142.3	4.65	0.2735	4.71	0.2504	4.76	0.1943	110.9	0.5569	0.972	0.979	0.988	0.6924	0.7265	0.6257	0.5571
s.lin.c.37.0.000-000	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	142.3	4.67	0.1234	4.71	0.4052	4.77	0.1388	110.5	0.5569	0.981	0.979	0.994	0.5606	0.8086	0.5703	0.5524
s.lin.c.77.0.000-000	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	142.3	4.51	0.3202	4.57	0.2448	4.65	0.1286	107.0	0.5569	0.907	0.906	0.923	0.7186	0.7227	0.5578	0.5030
s.lin.c.33.0.000-000	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142.6	4.71	0.3159	4.75	0.0110	4.76	0.0691	114.9	0.5602	1.000	1.000	0.988	0.7163	0.1938	0.4555	0.6139
s.lin.t.34.0.000-000	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	143.4	4.60	0.3890	4.68	0.1423	4.77	0.1930	116.2	0.5689	0.949	0.964	0.994	0.7508	0.6302	0.6246	0.6318
s.lin.c.34.0.000-000	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	143.8	4.60	0.3519	4.70	0.2119	4.77	0.1922	115.8	0.5733	0.949	0.974	0.994	0.7342	0.6981	0.6239	0.6259
s.lin.t.47.0.000-000	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	143.8	4.58	0.3590	4.60	0.1055	4.61	0.2404	111.9	0.5733	0.940	0.922	0.899	0.7375	0.5792	0.6607	0.5716
s.lin.t.77.0.000-000	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	144.0	4.61	0.0955	4.62	0.2374	4.66	0.3782	111.3	0.5755	0.954	0.932	0.929	0.5181	0.7174	0.7353	0.5636
s.lin.t.44.0.000-000	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	144.7	4.65	0.2861	4.66	0.1077	4.67	0.3370	118.6	0.5832	0.972	0.953	0.935	0.6999	0.5827	0.7164	0.6656
s.lin.c.44.0.000-000	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	144.9	4.66	0.2196	4.66	0.2387	4.69	0.2494	118.4	0.5853	0.977	0.953	0.946	0.6561	0.7184	0.6668	0.6625
s.cyc.34.43.0.000-000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	85.7	3.76	0.5672	4.30	0.0000	4.46	0.0000	61.6	-0.0624	0.559	0.766	0.810	0.8133	-1.0000	-1.0000	-0.1348
s.cyc.34.34.0.000-000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.5	3.38	0.3404	4.12	0.0627	4.34	0.2065	59.2	-0.0427	0.383	0.672	0.738	0.7287	0.4905	0.6357	-0.1691
s.cyc.17.43.0.x00-000	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	95.9	3.89	0.5309	4.23	0.0068	4.58	0.1359	67.1	0.0492	0.619	0.729	0.881	0.8023	0.1118	0.5668	-0.0576
s.cyc.17.34.0.x00-000	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97.0	3.46	0.3196	4.15	0.0544	4.42	0.1579	67.5	0.0613	0.420	0.688	0.786	0.7182	0.4663	0.5915	-0.0523
s.cyc.34.76.0.000-00x	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	104.7	4.04	0.1345	4.50	0.0499	4.57	0.5161	74.8	0.1455	0.689	0.870	0.875	0.5749	0.4516	0.7865	0.0507
s.cyc.34.45.0.000-0x0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	105.3	3.99	0.1917	4.50	0.0733	4.55	0.4345	80.4	0.1521	0.666	0.870	0.863	0.6336	0.5171	0.7582	0.1294
s.cyc.34.67.0.000-00x	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	109.3	3.53	0.1590	4.22	0.1897	4.41	0.1294	81.1	0.1958	0.452	0.724	0.780	0.6026	0.6792	0.5588	0.1395
s.cyc.17.71.0.x00-x00	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	109.9	3.88	0.5429	4.22	0.0000	4.72	0.0001	81.4	0.2024	0.615	0.724	0.964	0.8060	-1.0000	-0.6209	0.1427
d.lin.c.22.1.001-001	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	110.4	2.32	1.7509	2.57	0.0008	2.70	0.3429	83.6	0.2079	-0.109	-0.135	-0.238	1.0000	-0.2530	0.7192	0.1747
d.lin.t.22.1.001-001	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	111.0	2.20	1.2815	2.59	0.8070	2.59	0.0000	82.5	0.2144	-0.165	-0.125	-0.304	0.9483	0.9260	-1.0000	0.1582
s.cyc.34.54.0.000-0x0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	113.1	3.50	0.1880	4.19	0.1698	4.34	0.1880	87.4	0.2374	0.439	0.708	0.738	0.6303	0.6603	0.6203	0.2275
d.lin.c.27.1.001-001	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	1	0	111.5	1.90	0.2636	2.32	0.0037	2.79	0.7559	76.0	0.2199	-0.304	-0.266	-0.185	0.6863	0.0081	0.8494	0.0669
s.lin.c.23.1.011-000	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	111.8	1.86	0.1020	2.57	0.0000	3.10	0.7393	94.0	0.2232	-0.323	-0.135	0.000	0.5290	-1.0000	0.8457	0.3201
s.lin.t.23.1.011-000	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	112.7	1.79	0.1391	2.57	0.0001	3.12	0.6866	92.7	0.2330	-0.355	-0.135	0.012	0.5804	-0.6075	0.8335	0.3028
s.lin.t.22.1.011-000	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	113.1	1.84	0.1404	2.52	0.0000	2.93	1.0876	93.5	0.2374	-0.332	-0.161	-0.101	0.5820	-1.0000	0.9092	0.3136
d.lin.t.23.1.001-100	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	113.4	2.59	0.1061	2.65	0.3296	2.93	1.0347	89.7	0.2407	0.016	-0.094	-0.101	0.5356	0.7734	0.9010	0.2602
d.lin.c.24.1.001-010	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	113.6	1.98	0.2220	2.36	0.0149	2.80	0.8264	84.6	0.2429	-0.267	-0.245	-0.179	0.6579	0.2455	0.8640	0.1881
d.lin.c.23.1.001-100	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	114.8	2.42	0.2254	2.64	0.0643	2.88	1.1785	90.4	0.2560	-0.063	-0.099	-0.131	0.6604	0.4948	0.9225	0.2697
s.lin.c.22.1.011-000	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	114.8	1.79	0.1668	2.51	0.0001	2.95	1.0451	95.4	0.2560	-0.355	-0.167	-0.089	0.6105	-0.6075	0.9027	0.3397
s.lin.t.23.1.101-000	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	114.8	2.11	0.0206	3.02	0.7692	3.23	0.1934	92.2	0.2560	-0.206	0.099	0.077	0.2640	0.9178	0.6249	0.2951
d.lin.t.27.1.001-001	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	1	0	115.1	1.90	0.3027	2.44	0.0103	2.80	0.7214	80.7	0.2593	-0.304	-0.203	-0.179	0.7092	0.1826	0.8417	0.1336
s.cyc.23.34.0.000-000	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117.5	3.52	0.0379	4.19	0.4855	4.33	0.3373	95.4	0.2856	0.448	0.708	0.732	0.3650	0.8394	0.7165	0.3402
d.lin.t.24.1.001-010	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	1	0	116.3	1.98	0.2701	2.46	0.0022	2.85	0.8222	89.5	0.2724	-0.267	-0.193	-0.149	0.6904	-0.0806	0.8632	0.2564
s.lin.c.22.1.101-000	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	116.4	2.04	0.0466	2.83	1.2455	3.04	0.0328	89.6	0.2735	-0.239	0.000	-0.036	0.3993	1.0000	0.3328	0.2591
s.lin.c.24.1.011-000	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	116.5	1.81	0.0743	2.50	0.0000	2.96	0.2357	93.0	0.2746	-0.346	-0.172	-0.083	0.4766	-1.0000	0.6575	0.3067
s.cyc.23.43.0.000-000	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	118.6	3.45	0.0861	4.03	0.3659	4.19	0.5118	94.9	0.2976	0.415	0.625	0.649	0.5010	0.7912	0.7851	0.3333
s.lin.c.27.1.011-000	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	116.9	1.84	0.0717	2.50	0.0000	2.94	0.1490	91.2	0.2790	-0.332	-0.172	-0.095	0.4707	-1.0000	0.5820	0.2816
s.lin.c.23.1.101-000	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	117.3	1.93	0.0321	2.98	0.6399	3.17	0.2679	92.7	0.2834	-0.290	0.078	0.042	0.3375	0.8865	0.6786	0.3018
s.lin.c.24.1.000-011	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	117.3	1.53	0.1622	2.52	0.0002	2.76	0.0254	90.3	0.2834	-0.476	-0.161	-0.202	0.6059	-0.4893	0.2907	0.2680
s.lin.t.24.1.011-000	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	117.4	1.83	0.0853	2.50	0.0001	2.97	0.1308	94.2	0.2845	-0.336	-0.172	-0.077	0.4994	-0.6075	0.5605	0.3225
s.lin.c.27.1.000-011	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	117.6	1.58	0.1180	2.52	0.0005	2.83	0.0219	89.6	0.2867	-0.452	-0.161	-0.161	0.5532	-0.3331	0.2663	0.2579
s.lin.c.27.1.101-000	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	117.8	2.03	0.0098	2.45	0.0534	2.82	0.6358	84.5	0.2888	-0.244	-0.198	-0.167	0.1410	0.4631	0.8209	0.1873
s.lin.c.23.1.000-011	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	118.1	1.67	0.0445	2.45	0.0000	2.90	0.0015	98.1	0.2921	-0.411	-0.198	-0.119	0.3916	-1.0000	-0.1751	0.3774
s.lin.t.24.1.000-011	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	118.4	1.60	0.1620	2.50	0.0001	2.78	0.0391	94.9	0.2954	-0.443	-0.172	-0.190	0.6057	-0.6075	0.3617	0.3329
s.lin.t.22.1.101-000	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	118.5	1.95	0.0586	2.81	1.1386	3.02	0.0694	93.2	0.2965	-0.281	-0.010	-0.048	0.4372	0.9847	0.4562	0.3087
z.lin.t.23.1.001-001	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	2	1	0	118.6	1.70	0.2704	2.38	0.0023	2.77	0.8346	92.0	0.2976	-0.397	-0.234	-0.196	0.6906	-0.0730	0.8657	0.2920
s.lin.t.34.1.000-011	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	118.7	1.67	0.0982	2.44	0.0014	2.84	0.0096	97.6	0.2987	-0.411	-0.203	-0.155	0.5228	-0.1576	0.1305	0.3715
s.lin.t.23.1.000-011	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	118.7	1.70	0.0422	2.45	0.0001	2.91	0.0029	97.0	0.2987	-0.397	-0.198	-0.113	0.3828	-0.6075	-0.0665	0.3621
s.cyc.17.23.0.x00-000	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120.7	3.95	0.0174	4.37	0.2710	4.62	0.6126	93.0	0.3206	0.647	0.802	0.905	0.2361	0.7400	0.8147	0.3067
s.lin.c.34.1.000-011	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	118.8	1.67	0.1018	2.53	0.0000	2.73	0.0167	95.5	0.2998	-0.411	-0.156	-0.220	0.5287	-1.0000	0.2217	0.3410
s.lin.t.27.1.011-000	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	119.0	1.96	0.0728	2.48	0.0001	2.94	0.1001	93.0	0.3020	-0.276	-0.182	-0.095	0.4732	-0.6075	0.5165	0.3068
s.lin.t.33.1.011-000	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	119.0	1.64	0.0353	2.47	0.0000	2.91	0.0027	97.8	0.3020	-0.425	-0.188	-0.113	0.3533	-1.0000	-0.0783	0.3737
s.cyc.17.32.0.x00-000	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	121.2	3.70	0.1444	4.12	0.3043	4.30	0.5877	91.7	0.3260	0.531	0.672	0.714	0.5866	0.7598	0.8079	0.2880
s.lin.t.37.1.000-011	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	119.2	1.66	0.0754	2.43	0.0018	2.85	0.0105	97.5	0.3042	-0.415	-0.208	-0.149	0.4790	-0.1148	0.1453	0.3691
s.lin.c.37.1.000-011	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	119.4	1.65	0.0810	2.50	0.0002	2.74	0.0154	94.1	0.3063	-0.420	-0.172	-0.214	0.4909	-0.4893	0.2083	0.3216
s.lin.t.27.1.000-011	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	119.6	1.63	0.1144	2.50	0.0000	2.82	0.0306	95.5	0.3085	-0.429	-0.172	-0.167	0.5481	-1.0000	0.3214	0.3407
s.lin.c.33.1.011-000	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	119.8	1.75	0.0397	2.47	0.0002	2.85	0.0019	98.8	0.3107	-0.374	-0.188	-0.149	0.3727	-0.4893	-0.1362	0.3877
s.lin.t.23.1.000-101	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	120.0	1.88	0.4316	2.90	0.3602	2.92	0.2017	93.0	0.3129	-0.313	0.036	-0.107	0.7680	0.7885	0.6318	0.3066
s.lin.c.77.1.011-000	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	120.1	1.76	0.0574	2.51	0.0044	2.63	0.0023	90.1	0.3140	-0.369	-0.167	-0.280	0.4338	0.0376	-0.1047	0.2661
s.lin.c.47.1.011-000	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	120.3	1.67	0.0721	2.42	0.0027	2.54	0.0037	91.8	0.3162	-0.411	-0.214	-0.333	0.4716	-0.0457	-0.0264	0.2900
s.lin.t.34.1.011-000	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	120.9	1.81	0.0372	2.46	0.0001	2.85	0.0046	98.3	0.3228	-0.346	-0.193	-0.149	0.3620	-0.6075	0.0094	0.3808
s.lin.t.47.1.000-011	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	1	0	120.9	1.81	0.0657	2.42	0.0004	2.72	0.0022	97.2	0.3228	-0.346	-0.214	-0.226	0.4562	-0.3712	-0.1120	0.3649
s.lin.c.47.1.000-011	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	121.0	1.82	0.0655	2.46	0.0004	2.68	0.0027	97.4	0.3239	-0.341	-0.193	-0.250	0.4557	-0.3712	-0.0783	0.3683
s.lin.c.44.1.011-000	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	121.1	1.83	0.0737	2.45	0.0005	2.59	0.0020	98.6	0.3249	-0.336	-0.198	-0.304	0.4752	-0.3331	-0.1277	0.3852
z.lin.c.23.1.001-001	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	2	1	0	121.1	1.55	0.1750	2.26	0.0054	2.66	0.8515	94.1	0.3249	-0.466	-0.297	-0.262	0.6185	0.0725	0.8690	0.3223
s.lin.t.44.1.011-000	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	121.1	1.82	0.0745	2.39	0.0002	2.63	0.0027	99.3	0.3249	-0.341	-0.229	-0.280	0.4770	-0.4893	-0.0783	0.3952
s.lin.c.33.1.101-000	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	121.1	1.95	0.2660	2.96	0.1858	3.07	0.1416	96.0	0.3249	-0.281	0.068	-0.018	0.6878	0.6757	0.5736	0.3484
s.lin.t.37.1.011-000	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	121.1	1.86	0.0405	2.44	0.0001	2.77	0.0044	97.2	0.3249	-0.323	-0.203	-0.196	0.3760	-0.6075	0.0021	0.3656
s.lin.c.37.1.011-000	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	121.2	1.89	0.0426	2.44	0.0001	2.75	0.0007	97.3	0.3260	-0.309	-0.203	-0.208	0.3844	-0.6075	-0.3006	0.3664
s.lin.t.33.1.101-000	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	121.2	1.86	0.2492	2.87	0.1175	3.03	0.1618	95.1	0.3260	-0.323	0.021	-0.042	0.6770	0.5976	0.5956	0.3363
s.lin.c.23.1.000-101	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	121.3	1.81	0.3586	2.81	0.2240	2.93	0.2380	93.9	0.3271	-0.346	-0.010	-0.101	0.7373	0.7075	0.6591	0.3184
s.lin.c.34.1.011-000	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	121.3	1.80	0.0385	2.46	0.0002	2.84	0.0036	98.9	0.3271	-0.350	-0.193	-0.155	0.3676	-0.4893	-0.0309	0.3892
s.lin.t.77.1.011-000	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	121.4	1.86	0.0633	2.42	0.0006	2.68	0.0006	93.5	0.3282	-0.323	-0.214	-0.250	0.4500	-0.3020	-0.3259	0.3137
s.lin.t.47.1.011-000	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0	1	0	121.4	1.81	0.0764	2.35	0.0001	2.58	0.0011	94.9	0.3282	-0.346	-0.250	-0.310	0.4812	-0.6075	-0.2261	0.3336
s.lin.t.27.1.000-101	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	121.8	1.81	0.1344	2.48	0.3424	2.64	0.0111	88.4	0.3326	-0.346	-0.182	-0.274	0.5747	0.7799	0.1544	0.2423
s.cyc.12.43.0.x00-000	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	123.8	3.95	0.7124	4.10	0.0146	4.51	0.2377	96.3	0.3545	0.647	0.661	0.839	0.8510	0.2421	0.6589	0.3531
s.lin.t.27.1.101-000	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	122.0	2.05	0.0011	2.70	0.0729	2.82	0.5469	89.7	0.3348	-0.234	-0.068	-0.167	-0.2213	0.5162	0.7961	0.2599
d.lin.c.22.1.100-001	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	122.3	2.03	0.0112	2.38	0.3822	2.61	1.5258	95.3	0.3381	-0.244	-0.234	-0.292	0.1631	0.7986	0.9650	0.3390
d.lin.t.33.1.100-100	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	122.5	2.55	0.1167	2.66	0.0000	3.26	0.7266	101.0	0.3403	-0.002	-0.089	0.095	0.5514	-1.0000	0.8428	0.4182
s.lin.t.24.1.101-000	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	122.7	2.06	0.0036	2.69	0.0581	2.85	0.5573	95.6	0.3425	-0.230	-0.073	-0.149	-0.0249	0.4775	0.7992	0.3423
d.lin.c.33.1.100-100	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	122.9	2.69	0.0059	2.70	0.1351	3.32	0.6518	103.0	0.3446	0.063	-0.068	0.131	0.0569	0.6213	0.8250	0.4473
d.lin.t.22.1.100-001	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	123.4	2.01	0.0162	2.38	0.3474	2.61	1.5728	98.0	0.3501	-0.253	-0.234	-0.292	0.2242	0.7823	0.9700	0.3764
s.lin.c.27.1.000-101	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	124.1	1.79	0.1201	2.35	0.2532	2.70	0.1039	90.9	0.3578	-0.355	-0.250	-0.238	0.5561	0.7284	0.5226	0.2772
s.cyc.12.34.0.x00-000	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126.0	3.74	0.5671	3.94	0.0994	4.24	0.3529	100.0	0.3786	0.550	0.578	0.679	0.8132	0.5690	0.7239	0.4048
s.lin.c.23.1.110-000	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	124.1	1.77	0.0770	3.06	0.4292	3.26	0.2546	105.0	0.3578	-0.364	0.120	0.095	0.4825	0.8184	0.6702	0.4750
s.lin.c.24.1.101-000	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	124.7	2.09	0.0009	2.73	0.0366	2.83	0.4712	99.9	0.3643	-0.216	-0.052	-0.161	-0.2546	0.3987	0.7715	0.4029
s.lin.t.22.1.110-000	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	125.0	1.77	0.1132	2.95	0.7478	3.11	0.1026	104.8	0.3676	-0.364	0.063	0.006	0.5463	0.9130	0.5206	0.4716
d.lin.c.37.1.100-001	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	125.0	1.91	0.1716	2.34	0.0136	2.88	0.2935	93.6	0.3676	-0.299	-0.255	-0.131	0.6152	0.2300	0.6936	0.3140
z.lin.t.23.1.001-010	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	2	1	0	125.1	1.59	0.0487	2.40	0.0057	2.70	1.0536	100.3	0.3687	-0.448	-0.224	-0.238	0.4066	0.0817	0.9040	0.4081
s.lin.c.34.1.101-000	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	125.1	2.03	0.1486	2.67	0.0173	2.73	0.1040	97.6	0.3687	-0.244	-0.083	-0.220	0.5914	0.2710	0.5228	0.3716
s.lin.c.24.1.000-101	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	125.1	1.88	0.0604	2.84	0.0767	3.05	0.0687	96.5	0.3687	-0.313	0.005	-0.030	0.4422	0.5248	0.4545	0.3554
d.lin.t.37.1.100-001	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	125.2	1.89	0.1416	2.32	0.0139	2.89	0.3897	94.3	0.3698	-0.309	-0.266	-0.125	0.5834	0.2337	0.7403	0.3251
s.lin.t.34.1.101-000	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	125.2	2.00	0.1614	2.64	0.0185	2.75	0.1340	97.2	0.3698	-0.258	-0.099	-0.208	0.6051	0.2824	0.5645	0.3655
s.lin.t.37.1.000-101	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	125.3	1.95	0.0414	2.51	0.1539	2.84	0.0328	97.6	0.3709	-0.281	-0.167	-0.155	0.3797	0.6436	0.3328	0.3716
s.lin.c.37.1.000-101	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	125.5	1.97	0.0530	2.53	0.1644	2.83	0.0199	98.5	0.3731	-0.271	-0.156	-0.161	0.4206	0.6548	0.2505	0.3835
